CMDLINE C:\Users\Acer\AppData\Local\Programs\Python\Python311\python.exe cli.py
MEM 72.269531 1749533692.5453
MEM 72.269531 1749533692.6463
MEM 72.269531 1749533692.7467
MEM 72.269531 1749533692.8474
MEM 72.269531 1749533692.9479
MEM 72.269531 1749533693.0490
MEM 72.269531 1749533693.1496
MEM 72.269531 1749533693.2507
MEM 72.269531 1749533693.3512
MEM 72.269531 1749533693.4517
MEM 72.269531 1749533693.5522
MEM 72.269531 1749533693.6529
MEM 72.269531 1749533693.7532
MEM 72.269531 1749533693.8544
MEM 72.269531 1749533693.9550
MEM 72.269531 1749533694.0557
MEM 72.269531 1749533694.1564
MEM 72.269531 1749533694.2571
MEM 72.269531 1749533694.3576
MEM 72.269531 1749533694.4581
MEM 72.269531 1749533694.5587
MEM 72.269531 1749533694.6592
MEM 72.269531 1749533694.7599
MEM 72.269531 1749533694.8606
MEM 72.269531 1749533694.9612
MEM 72.269531 1749533695.0616
MEM 72.269531 1749533695.1627
MEM 72.269531 1749533695.2633
MEM 72.269531 1749533695.3637
MEM 72.269531 1749533695.4642
MEM 72.269531 1749533695.5648
MEM 72.269531 1749533695.6651
MEM 72.269531 1749533695.7656
MEM 72.269531 1749533695.8662
MEM 72.269531 1749533695.9663
MEM 72.269531 1749533696.0667
MEM 72.269531 1749533696.1673
MEM 72.269531 1749533696.2679
MEM 72.269531 1749533696.3686
MEM 72.269531 1749533696.4691
MEM 72.269531 1749533696.5695
MEM 72.269531 1749533696.6701
MEM 72.269531 1749533696.7705
MEM 72.269531 1749533696.8708
MEM 72.269531 1749533696.9717
MEM 72.269531 1749533697.0722
MEM 72.269531 1749533697.1727
MEM 72.269531 1749533697.2731
MEM 72.269531 1749533697.3738
MEM 72.269531 1749533697.4745
MEM 72.269531 1749533697.5751
MEM 72.269531 1749533697.6759
MEM 72.269531 1749533697.7765
MEM 72.269531 1749533697.8773
MEM 72.269531 1749533697.9781
MEM 72.269531 1749533698.0786
MEM 72.269531 1749533698.1793
MEM 72.269531 1749533698.2800
MEM 72.269531 1749533698.3803
MEM 72.269531 1749533698.4811
MEM 72.269531 1749533698.5819
MEM 72.269531 1749533698.6827
MEM 72.269531 1749533698.7834
MEM 72.269531 1749533698.8843
MEM 72.269531 1749533698.9849
MEM 72.269531 1749533699.0860
MEM 72.269531 1749533699.1866
MEM 72.269531 1749533699.2871
MEM 72.269531 1749533699.3876
MEM 72.269531 1749533699.4882
MEM 72.269531 1749533699.5889
MEM 72.269531 1749533699.6893
MEM 72.269531 1749533699.7899
MEM 72.269531 1749533699.8904
MEM 72.269531 1749533699.9911
MEM 72.269531 1749533700.0915
MEM 72.269531 1749533700.1920
MEM 72.269531 1749533700.2926
MEM 72.269531 1749533700.3932
MEM 72.269531 1749533700.4936
MEM 72.269531 1749533700.5941
MEM 72.269531 1749533700.6949
MEM 72.269531 1749533700.7955
MEM 72.269531 1749533700.8959
MEM 72.269531 1749533700.9968
MEM 72.269531 1749533701.0973
MEM 72.269531 1749533701.1978
MEM 72.269531 1749533701.2982
MEM 72.269531 1749533701.3989
MEM 72.269531 1749533701.4994
MEM 72.269531 1749533701.6000
MEM 72.269531 1749533701.7005
MEM 72.269531 1749533701.8009
MEM 72.269531 1749533701.9014
MEM 72.269531 1749533702.0019
MEM 72.269531 1749533702.1024
MEM 72.269531 1749533702.2030
MEM 72.269531 1749533702.3037
MEM 72.269531 1749533702.4042
MEM 72.269531 1749533702.5048
MEM 72.269531 1749533702.6052
MEM 72.269531 1749533702.7058
MEM 72.269531 1749533702.8064
MEM 72.269531 1749533702.9070
MEM 72.269531 1749533703.0079
MEM 72.269531 1749533703.1084
MEM 72.269531 1749533703.2092
MEM 72.269531 1749533703.3098
MEM 72.269531 1749533703.4102
MEM 72.269531 1749533703.5107
MEM 72.269531 1749533703.6117
MEM 72.269531 1749533703.7122
MEM 72.269531 1749533703.8127
MEM 72.269531 1749533703.9131
MEM 72.269531 1749533704.0136
MEM 72.269531 1749533704.1147
MEM 72.269531 1749533704.2152
MEM 72.269531 1749533704.3157
MEM 72.269531 1749533704.4161
MEM 72.269531 1749533704.5166
MEM 72.269531 1749533704.6171
MEM 72.269531 1749533704.7178
MEM 72.269531 1749533704.8183
MEM 72.269531 1749533704.9187
MEM 72.269531 1749533705.0197
MEM 72.269531 1749533705.1202
MEM 72.269531 1749533705.2212
MEM 72.269531 1749533705.3216
MEM 72.269531 1749533705.4221
MEM 72.269531 1749533705.5229
MEM 72.269531 1749533705.6234
MEM 72.269531 1749533705.7238
MEM 72.269531 1749533705.8242
MEM 72.269531 1749533705.9246
MEM 72.269531 1749533706.0251
MEM 72.269531 1749533706.1256
MEM 72.269531 1749533706.2263
MEM 72.269531 1749533706.3274
MEM 72.269531 1749533706.4279
MEM 72.269531 1749533706.5283
MEM 72.269531 1749533706.6289
MEM 72.269531 1749533706.7293
MEM 72.269531 1749533706.8299
MEM 72.269531 1749533706.9303
MEM 72.269531 1749533707.0306
MEM 72.269531 1749533707.1309
MEM 72.269531 1749533707.2313
MEM 72.269531 1749533707.3317
MEM 72.269531 1749533707.4322
MEM 72.269531 1749533707.5330
MEM 72.269531 1749533707.6334
MEM 72.269531 1749533707.7339
MEM 72.269531 1749533707.8345
MEM 72.269531 1749533707.9348
MEM 72.269531 1749533708.0354
MEM 72.269531 1749533708.1358
MEM 72.269531 1749533708.2367
MEM 72.269531 1749533708.3371
MEM 72.269531 1749533708.4379
MEM 72.269531 1749533708.5383
MEM 72.269531 1749533708.6389
MEM 72.269531 1749533708.7392
MEM 72.269531 1749533708.8399
MEM 72.269531 1749533708.9405
MEM 72.269531 1749533709.0411
MEM 72.269531 1749533709.1416
MEM 72.269531 1749533709.2421
MEM 72.269531 1749533709.3428
MEM 72.269531 1749533709.4434
MEM 72.269531 1749533709.5439
MEM 72.269531 1749533709.6443
MEM 72.269531 1749533709.7452
MEM 72.269531 1749533709.8455
MEM 72.269531 1749533709.9463
MEM 72.269531 1749533710.0467
MEM 72.269531 1749533710.1475
MEM 72.269531 1749533710.2482
MEM 72.269531 1749533710.3487
MEM 72.269531 1749533710.4495
MEM 72.269531 1749533710.5500
MEM 72.269531 1749533710.6507
MEM 72.269531 1749533710.7513
MEM 72.269531 1749533710.8519
MEM 72.269531 1749533710.9523
MEM 72.269531 1749533711.0527
MEM 72.269531 1749533711.1531
MEM 72.269531 1749533711.2539
MEM 72.269531 1749533711.3546
MEM 72.269531 1749533711.4550
MEM 72.269531 1749533711.5556
MEM 72.269531 1749533711.6562
MEM 72.269531 1749533711.7570
MEM 72.269531 1749533711.8576
MEM 72.269531 1749533711.9579
MEM 72.269531 1749533712.0584
MEM 72.269531 1749533712.1589
MEM 72.269531 1749533712.2594
MEM 72.269531 1749533712.3598
MEM 72.269531 1749533712.4604
MEM 72.269531 1749533712.5608
MEM 72.269531 1749533712.6614
MEM 72.269531 1749533712.7620
MEM 72.269531 1749533712.8624
MEM 72.269531 1749533712.9629
MEM 72.269531 1749533713.0635
MEM 72.269531 1749533713.1641
MEM 72.269531 1749533713.2646
MEM 72.269531 1749533713.3653
MEM 72.269531 1749533713.4657
MEM 72.269531 1749533713.5663
MEM 72.269531 1749533713.6671
MEM 72.269531 1749533713.7674
MEM 72.269531 1749533713.8683
MEM 72.269531 1749533713.9694
MEM 72.269531 1749533714.0699
MEM 72.269531 1749533714.1704
MEM 72.269531 1749533714.2711
MEM 72.269531 1749533714.3715
MEM 72.269531 1749533714.4721
MEM 72.269531 1749533714.5729
MEM 72.269531 1749533714.6733
MEM 72.269531 1749533714.7740
MEM 72.269531 1749533714.8743
MEM 72.269531 1749533714.9750
MEM 72.269531 1749533715.0755
MEM 72.269531 1749533715.1761
MEM 72.269531 1749533715.2769
MEM 72.269531 1749533715.3774
MEM 72.269531 1749533715.4780
MEM 72.269531 1749533715.5787
MEM 72.269531 1749533715.6790
MEM 72.269531 1749533715.7796
MEM 72.269531 1749533715.8805
MEM 72.269531 1749533715.9811
MEM 72.269531 1749533716.0814
MEM 72.269531 1749533716.1817
MEM 72.269531 1749533716.2822
MEM 72.269531 1749533716.3830
MEM 72.269531 1749533716.4834
MEM 72.269531 1749533716.5839
MEM 72.269531 1749533716.6844
MEM 72.269531 1749533716.7848
MEM 72.269531 1749533716.8854
MEM 72.269531 1749533716.9859
MEM 72.269531 1749533717.0863
MEM 72.269531 1749533717.1871
MEM 72.269531 1749533717.2876
MEM 72.269531 1749533717.3880
MEM 72.269531 1749533717.4886
MEM 72.269531 1749533717.5894
MEM 72.269531 1749533717.6902
MEM 72.269531 1749533717.7907
MEM 72.269531 1749533717.8918
MEM 72.269531 1749533717.9925
MEM 72.269531 1749533718.0930
MEM 72.269531 1749533718.1934
MEM 72.269531 1749533718.2938
MEM 72.269531 1749533718.3944
MEM 72.269531 1749533718.4949
MEM 72.269531 1749533718.5959
MEM 72.269531 1749533718.6961
MEM 72.269531 1749533718.7967
MEM 72.269531 1749533718.8973
MEM 72.269531 1749533718.9978
MEM 72.269531 1749533719.0984
MEM 72.269531 1749533719.1989
MEM 72.269531 1749533719.2997
MEM 72.269531 1749533719.4001
MEM 72.269531 1749533719.5011
MEM 72.269531 1749533719.6015
MEM 72.269531 1749533719.7020
MEM 72.269531 1749533719.8028
MEM 72.269531 1749533719.9034
MEM 72.269531 1749533720.0044
MEM 72.269531 1749533720.1051
MEM 72.269531 1749533720.2055
MEM 72.269531 1749533720.3062
MEM 72.269531 1749533720.4067
MEM 72.269531 1749533720.5076
MEM 72.269531 1749533720.6081
MEM 72.269531 1749533720.7088
MEM 72.269531 1749533720.8096
MEM 72.269531 1749533720.9101
MEM 72.269531 1749533721.0109
MEM 72.269531 1749533721.1114
MEM 72.269531 1749533721.2119
MEM 72.269531 1749533721.3124
MEM 72.269531 1749533721.4129
MEM 72.269531 1749533721.5135
MEM 72.269531 1749533721.6140
MEM 72.269531 1749533721.7147
MEM 72.269531 1749533721.8152
MEM 72.269531 1749533721.9160
MEM 72.269531 1749533722.0165
MEM 72.269531 1749533722.1169
MEM 72.269531 1749533722.2177
MEM 72.269531 1749533722.3183
MEM 72.269531 1749533722.4191
MEM 72.269531 1749533722.5196
MEM 72.269531 1749533722.6200
MEM 72.269531 1749533722.7207
MEM 72.269531 1749533722.8212
MEM 72.269531 1749533722.9219
MEM 72.269531 1749533723.0227
MEM 72.269531 1749533723.1232
MEM 72.269531 1749533723.2236
MEM 72.269531 1749533723.3244
MEM 72.269531 1749533723.4248
MEM 72.269531 1749533723.5256
MEM 72.269531 1749533723.6262
MEM 72.269531 1749533723.7270
MEM 72.269531 1749533723.8279
MEM 72.269531 1749533723.9283
MEM 72.269531 1749533724.0288
MEM 72.269531 1749533724.1296
MEM 72.269531 1749533724.2301
MEM 72.269531 1749533724.3310
MEM 72.269531 1749533724.4317
MEM 72.269531 1749533724.5325
MEM 72.269531 1749533724.6331
MEM 72.269531 1749533724.7341
MEM 72.269531 1749533724.8347
MEM 72.269531 1749533724.9356
MEM 72.269531 1749533725.0364
MEM 72.269531 1749533725.1369
MEM 72.269531 1749533725.2372
MEM 72.269531 1749533725.3378
MEM 72.269531 1749533725.4385
MEM 72.269531 1749533725.5390
MEM 72.269531 1749533725.6396
MEM 72.269531 1749533725.7402
MEM 72.269531 1749533725.8408
MEM 72.269531 1749533725.9410
MEM 72.269531 1749533726.0420
MEM 72.269531 1749533726.1425
MEM 72.269531 1749533726.2430
MEM 72.269531 1749533726.3434
MEM 72.269531 1749533726.4441
MEM 72.269531 1749533726.5444
MEM 72.269531 1749533726.6447
MEM 72.269531 1749533726.7452
MEM 72.269531 1749533726.8461
MEM 72.269531 1749533726.9468
MEM 72.269531 1749533727.0472
MEM 72.269531 1749533727.1477
MEM 72.269531 1749533727.2485
MEM 72.269531 1749533727.3492
MEM 72.269531 1749533727.4497
MEM 72.269531 1749533727.5500
MEM 72.269531 1749533727.6506
MEM 72.269531 1749533727.7512
MEM 72.269531 1749533727.8516
MEM 72.269531 1749533727.9521
MEM 72.269531 1749533728.0527
MEM 72.269531 1749533728.1533
MEM 72.269531 1749533728.2538
MEM 72.269531 1749533728.3543
MEM 72.269531 1749533728.4547
MEM 72.269531 1749533728.5553
MEM 72.269531 1749533728.6558
MEM 72.269531 1749533728.7566
MEM 72.269531 1749533728.8571
MEM 72.269531 1749533728.9575
MEM 72.269531 1749533729.0579
MEM 72.269531 1749533729.1583
MEM 72.269531 1749533729.2589
MEM 72.269531 1749533729.3598
MEM 72.269531 1749533729.4604
MEM 72.269531 1749533729.5610
MEM 72.269531 1749533729.6619
MEM 72.269531 1749533729.7625
MEM 72.269531 1749533729.8632
MEM 72.269531 1749533729.9638
MEM 72.269531 1749533730.0642
MEM 72.269531 1749533730.1647
MEM 72.269531 1749533730.2653
MEM 72.269531 1749533730.3658
MEM 72.269531 1749533730.4663
MEM 72.269531 1749533730.5668
MEM 72.269531 1749533730.6673
MEM 72.269531 1749533730.7678
MEM 72.269531 1749533730.8682
MEM 72.269531 1749533730.9686
MEM 72.269531 1749533731.0691
MEM 72.269531 1749533731.1695
MEM 72.269531 1749533731.2700
MEM 72.269531 1749533731.3706
MEM 72.269531 1749533731.4716
MEM 72.269531 1749533731.5723
MEM 72.269531 1749533731.6731
MEM 72.269531 1749533731.7735
MEM 72.269531 1749533731.8737
MEM 72.269531 1749533731.9743
MEM 72.269531 1749533732.0747
MEM 72.269531 1749533732.1754
MEM 72.269531 1749533732.2759
MEM 72.269531 1749533732.3768
MEM 72.269531 1749533732.4777
MEM 72.269531 1749533732.5783
MEM 72.269531 1749533732.6787
MEM 72.269531 1749533732.7795
MEM 72.269531 1749533732.8800
MEM 72.269531 1749533732.9805
MEM 72.269531 1749533733.0814
MEM 72.269531 1749533733.1819
MEM 72.269531 1749533733.2824
MEM 72.269531 1749533733.3830
MEM 72.269531 1749533733.4836
MEM 72.269531 1749533733.5842
MEM 72.269531 1749533733.6845
MEM 72.269531 1749533733.7850
MEM 72.269531 1749533733.8855
MEM 72.269531 1749533733.9860
MEM 72.269531 1749533734.0866
MEM 72.269531 1749533734.1870
MEM 72.269531 1749533734.2876
MEM 72.269531 1749533734.3882
MEM 72.269531 1749533734.4889
MEM 72.269531 1749533734.5894
MEM 72.269531 1749533734.6898
MEM 72.269531 1749533734.7904
MEM 72.269531 1749533734.8913
MEM 72.269531 1749533734.9916
MEM 72.269531 1749533735.0920
MEM 72.269531 1749533735.1925
MEM 72.269531 1749533735.2933
MEM 72.269531 1749533735.3940
MEM 72.269531 1749533735.4946
MEM 72.269531 1749533735.5950
MEM 72.269531 1749533735.6958
MEM 72.269531 1749533735.7962
MEM 72.269531 1749533735.8967
MEM 72.269531 1749533735.9971
MEM 72.269531 1749533736.0973
MEM 72.269531 1749533736.1978
MEM 72.269531 1749533736.2982
MEM 72.269531 1749533736.3986
MEM 72.269531 1749533736.4994
MEM 72.269531 1749533736.5999
MEM 72.269531 1749533736.7003
MEM 72.269531 1749533736.8008
MEM 72.269531 1749533736.9011
MEM 72.269531 1749533737.0016
MEM 72.269531 1749533737.1021
MEM 72.269531 1749533737.2026
MEM 72.269531 1749533737.3034
MEM 72.269531 1749533737.4041
MEM 72.269531 1749533737.5047
MEM 72.269531 1749533737.6050
MEM 72.269531 1749533737.7062
MEM 72.269531 1749533737.8065
MEM 72.269531 1749533737.9070
MEM 72.269531 1749533738.0076
MEM 72.269531 1749533738.1081
MEM 72.269531 1749533738.2087
MEM 72.269531 1749533738.3092
MEM 72.269531 1749533738.4098
MEM 72.269531 1749533738.5103
MEM 72.269531 1749533738.6110
MEM 72.269531 1749533738.7114
MEM 72.269531 1749533738.8120
MEM 72.269531 1749533738.9124
MEM 72.269531 1749533739.0132
MEM 72.269531 1749533739.1136
MEM 72.269531 1749533739.2141
MEM 72.269531 1749533739.3146
MEM 72.269531 1749533739.4149
MEM 72.269531 1749533739.5155
MEM 72.269531 1749533739.6160
MEM 72.269531 1749533739.7167
MEM 72.269531 1749533739.8171
MEM 72.269531 1749533739.9179
MEM 72.269531 1749533740.0186
MEM 72.269531 1749533740.1194
MEM 72.269531 1749533740.2201
MEM 72.269531 1749533740.3205
MEM 72.269531 1749533740.4210
MEM 72.269531 1749533740.5215
MEM 72.269531 1749533740.6219
MEM 72.269531 1749533740.7223
MEM 72.269531 1749533740.8227
MEM 72.269531 1749533740.9231
MEM 72.269531 1749533741.0237
MEM 72.269531 1749533741.1243
MEM 72.269531 1749533741.2251
MEM 72.269531 1749533741.3255
MEM 72.269531 1749533741.4259
MEM 72.269531 1749533741.5263
MEM 72.269531 1749533741.6268
MEM 72.269531 1749533741.7274
MEM 72.269531 1749533741.8285
MEM 72.269531 1749533741.9290
MEM 72.269531 1749533742.0296
MEM 72.269531 1749533742.1303
MEM 72.269531 1749533742.2308
MEM 72.269531 1749533742.3315
MEM 72.269531 1749533742.4322
MEM 72.269531 1749533742.5329
MEM 72.269531 1749533742.6333
MEM 72.269531 1749533742.7338
MEM 72.269531 1749533742.8343
MEM 72.269531 1749533742.9349
MEM 72.269531 1749533743.0354
MEM 72.269531 1749533743.1359
MEM 72.269531 1749533743.2367
MEM 72.269531 1749533743.3372
MEM 72.269531 1749533743.4376
MEM 72.269531 1749533743.5381
MEM 72.269531 1749533743.6385
MEM 72.269531 1749533743.7390
MEM 72.269531 1749533743.8399
MEM 72.269531 1749533743.9403
MEM 72.269531 1749533744.0407
MEM 72.269531 1749533744.1411
MEM 72.269531 1749533744.2417
MEM 72.269531 1749533744.3423
MEM 72.269531 1749533744.4429
MEM 72.269531 1749533744.5435
MEM 72.269531 1749533744.6439
MEM 72.269531 1749533744.7445
MEM 72.269531 1749533744.8453
MEM 72.269531 1749533744.9457
MEM 72.269531 1749533745.0461
MEM 72.269531 1749533745.1467
MEM 72.242188 1749533745.2472
MEM 72.242188 1749533745.3477
MEM 72.242188 1749533745.4483
MEM 72.242188 1749533745.5488
MEM 72.242188 1749533745.6495
MEM 72.242188 1749533745.7501
MEM 72.242188 1749533745.8507
MEM 72.242188 1749533745.9512
MEM 72.242188 1749533746.0516
MEM 72.242188 1749533746.1524
MEM 72.242188 1749533746.2531
MEM 72.242188 1749533746.3533
MEM 72.242188 1749533746.4539
MEM 72.242188 1749533746.5546
MEM 72.242188 1749533746.6552
MEM 72.242188 1749533746.7558
MEM 72.242188 1749533746.8567
MEM 72.242188 1749533746.9572
MEM 72.242188 1749533747.0580
MEM 72.242188 1749533747.1585
MEM 72.242188 1749533747.2595
MEM 72.242188 1749533747.3599
MEM 72.242188 1749533747.4608
MEM 72.242188 1749533747.5612
MEM 72.242188 1749533747.6621
MEM 72.242188 1749533747.7630
MEM 72.242188 1749533747.8637
MEM 72.242188 1749533747.9645
MEM 72.242188 1749533748.0658
MEM 72.242188 1749533748.1667
MEM 72.242188 1749533748.2671
MEM 72.242188 1749533748.3675
MEM 72.242188 1749533748.4684
MEM 72.242188 1749533748.5690
MEM 72.242188 1749533748.6699
MEM 72.242188 1749533748.7704
MEM 72.242188 1749533748.8712
MEM 72.242188 1749533748.9720
MEM 72.242188 1749533749.0724
MEM 72.242188 1749533749.1731
MEM 72.242188 1749533749.2738
MEM 72.242188 1749533749.3747
MEM 72.242188 1749533749.4753
MEM 72.242188 1749533749.5758
MEM 72.242188 1749533749.6763
MEM 72.242188 1749533749.7768
MEM 72.242188 1749533749.8776
MEM 72.242188 1749533749.9780
MEM 72.242188 1749533750.0784
MEM 72.242188 1749533750.1790
MEM 72.242188 1749533750.2796
MEM 72.242188 1749533750.3801
MEM 72.242188 1749533750.4812
MEM 72.242188 1749533750.5815
MEM 72.242188 1749533750.6824
MEM 72.242188 1749533750.7834
MEM 72.242188 1749533750.8841
MEM 72.242188 1749533750.9849
MEM 72.242188 1749533751.0856
MEM 72.242188 1749533751.1865
MEM 72.242188 1749533751.2870
MEM 72.242188 1749533751.3875
MEM 72.242188 1749533751.4884
MEM 72.242188 1749533751.5891
MEM 72.242188 1749533751.6899
MEM 72.242188 1749533751.7905
MEM 72.242188 1749533751.8912
MEM 72.242188 1749533751.9920
MEM 72.242188 1749533752.0923
MEM 72.242188 1749533752.1948
MEM 72.242188 1749533752.2957
MEM 72.242188 1749533752.3965
MEM 72.242188 1749533752.4973
MEM 72.242188 1749533752.5978
MEM 72.242188 1749533752.6986
MEM 72.242188 1749533752.7990
MEM 72.242188 1749533752.8998
MEM 72.242188 1749533753.0005
MEM 72.242188 1749533753.1012
MEM 72.242188 1749533753.2019
MEM 72.242188 1749533753.3029
MEM 72.242188 1749533753.4035
MEM 72.242188 1749533753.5044
MEM 72.242188 1749533753.6051
MEM 72.242188 1749533753.7059
MEM 72.242188 1749533753.8066
MEM 72.242188 1749533753.9074
MEM 72.242188 1749533754.0082
MEM 72.242188 1749533754.1086
MEM 72.242188 1749533754.2093
MEM 72.242188 1749533754.3096
MEM 72.242188 1749533754.4112
MEM 72.242188 1749533754.5120
MEM 72.242188 1749533754.6127
MEM 72.242188 1749533754.7135
MEM 72.242188 1749533754.8140
MEM 72.242188 1749533754.9144
MEM 72.242188 1749533755.0151
MEM 72.242188 1749533755.1157
MEM 72.242188 1749533755.2165
MEM 72.242188 1749533755.3169
MEM 72.242188 1749533755.4177
MEM 72.242188 1749533755.5182
MEM 72.242188 1749533755.6190
MEM 72.242188 1749533755.7193
MEM 72.242188 1749533755.8209
MEM 72.242188 1749533755.9216
MEM 72.242188 1749533756.0220
MEM 72.242188 1749533756.1225
MEM 72.242188 1749533756.2230
MEM 72.242188 1749533756.3233
MEM 72.242188 1749533756.4238
MEM 72.242188 1749533756.5246
MEM 72.242188 1749533756.6251
MEM 72.242188 1749533756.7259
MEM 72.242188 1749533756.8263
MEM 72.242188 1749533756.9270
MEM 72.242188 1749533757.0274
MEM 72.242188 1749533757.1278
MEM 72.242188 1749533757.2286
MEM 72.242188 1749533757.3290
MEM 72.242188 1749533757.4298
MEM 72.242188 1749533757.5303
MEM 72.242188 1749533757.6311
MEM 72.242188 1749533757.7316
MEM 72.242188 1749533757.8321
MEM 72.242188 1749533757.9327
MEM 72.242188 1749533758.0331
MEM 72.242188 1749533758.1341
MEM 72.242188 1749533758.2347
MEM 72.242188 1749533758.3355
MEM 72.242188 1749533758.4359
MEM 72.242188 1749533758.5365
MEM 72.242188 1749533758.6370
MEM 72.242188 1749533758.7374
MEM 72.242188 1749533758.8379
MEM 72.242188 1749533758.9383
MEM 72.242188 1749533759.0392
MEM 72.242188 1749533759.1397
MEM 72.242188 1749533759.2402
MEM 72.242188 1749533759.3409
MEM 72.242188 1749533759.4416
MEM 72.242188 1749533759.5421
MEM 72.242188 1749533759.6431
MEM 72.242188 1749533759.7437
MEM 72.242188 1749533759.8441
MEM 72.242188 1749533759.9445
MEM 72.242188 1749533760.0450
MEM 72.242188 1749533760.1460
MEM 72.242188 1749533760.2466
MEM 72.242188 1749533760.3472
MEM 72.242188 1749533760.4477
MEM 72.242188 1749533760.5484
MEM 72.242188 1749533760.6489
MEM 72.242188 1749533760.7492
MEM 72.242188 1749533760.8500
MEM 72.242188 1749533760.9505
MEM 72.242188 1749533761.0510
MEM 72.242188 1749533761.1515
MEM 72.242188 1749533761.2521
MEM 72.242188 1749533761.3526
MEM 72.242188 1749533761.4533
MEM 72.242188 1749533761.5538
MEM 72.242188 1749533761.6544
MEM 72.242188 1749533761.7549
MEM 72.242188 1749533761.8554
MEM 72.242188 1749533761.9562
MEM 72.242188 1749533762.0569
MEM 72.242188 1749533762.1578
MEM 72.242188 1749533762.2584
MEM 72.242188 1749533762.3590
MEM 72.242188 1749533762.4594
MEM 72.242188 1749533762.5600
MEM 72.242188 1749533762.6605
MEM 72.242188 1749533762.7609
MEM 72.242188 1749533762.8615
MEM 72.242188 1749533762.9620
MEM 72.242188 1749533763.0626
MEM 72.242188 1749533763.1630
MEM 72.242188 1749533763.2636
MEM 72.242188 1749533763.3641
MEM 72.242188 1749533763.4647
MEM 72.242188 1749533763.5653
MEM 72.242188 1749533763.6659
MEM 72.242188 1749533763.7665
MEM 72.242188 1749533763.8669
MEM 72.242188 1749533763.9674
MEM 72.242188 1749533764.0683
MEM 72.242188 1749533764.1686
MEM 72.242188 1749533764.2692
MEM 72.242188 1749533764.3698
MEM 72.242188 1749533764.4703
MEM 72.242188 1749533764.5708
MEM 72.242188 1749533764.6713
MEM 72.242188 1749533764.7719
MEM 72.242188 1749533764.8723
MEM 72.242188 1749533764.9734
MEM 72.242188 1749533765.0738
MEM 72.242188 1749533765.1743
MEM 72.242188 1749533765.2748
MEM 72.242188 1749533765.3754
MEM 72.242188 1749533765.4758
MEM 72.242188 1749533765.5765
MEM 72.242188 1749533765.6772
MEM 72.242188 1749533765.7778
MEM 72.242188 1749533765.8785
MEM 72.242188 1749533765.9792
MEM 72.242188 1749533766.0796
MEM 72.242188 1749533766.1802
MEM 72.242188 1749533766.2806
MEM 72.242188 1749533766.3813
MEM 72.242188 1749533766.4817
MEM 72.242188 1749533766.5823
MEM 72.242188 1749533766.6827
MEM 72.242188 1749533766.7835
MEM 72.242188 1749533766.8839
MEM 72.242188 1749533766.9845
MEM 72.242188 1749533767.0851
MEM 72.242188 1749533767.1856
MEM 72.242188 1749533767.2860
MEM 72.242188 1749533767.3867
MEM 72.242188 1749533767.4871
MEM 72.242188 1749533767.5876
MEM 72.242188 1749533767.6885
MEM 72.242188 1749533767.7892
MEM 72.242188 1749533767.8895
MEM 72.242188 1749533767.9900
MEM 72.242188 1749533768.0907
MEM 72.242188 1749533768.1911
MEM 72.242188 1749533768.2917
MEM 72.242188 1749533768.3921
MEM 72.242188 1749533768.4926
MEM 72.242188 1749533768.5935
MEM 72.242188 1749533768.6939
MEM 72.242188 1749533768.7944
MEM 72.242188 1749533768.8951
MEM 72.242188 1749533768.9958
MEM 72.242188 1749533769.0963
MEM 72.242188 1749533769.1968
MEM 72.242188 1749533769.2974
MEM 72.242188 1749533769.3978
MEM 72.242188 1749533769.4983
MEM 72.242188 1749533769.5990
MEM 72.242188 1749533769.6994
MEM 72.242188 1749533769.8004
MEM 72.242188 1749533769.9008
MEM 72.242188 1749533770.0016
MEM 72.242188 1749533770.1020
MEM 72.242188 1749533770.2028
MEM 72.242188 1749533770.3033
MEM 72.242188 1749533770.4041
MEM 72.242188 1749533770.5044
MEM 72.242188 1749533770.6049
MEM 72.242188 1749533770.7054
MEM 72.242188 1749533770.8059
MEM 72.242188 1749533770.9065
MEM 72.242188 1749533771.0073
MEM 72.242188 1749533771.1078
MEM 72.242188 1749533771.2084
MEM 72.242188 1749533771.3091
MEM 72.242188 1749533771.4100
MEM 72.242188 1749533771.5104
MEM 72.242188 1749533771.6111
MEM 72.242188 1749533771.7117
MEM 72.242188 1749533771.8123
MEM 72.242188 1749533771.9127
MEM 72.242188 1749533772.0134
MEM 72.242188 1749533772.1142
MEM 72.242188 1749533772.2148
MEM 72.242188 1749533772.3153
MEM 72.242188 1749533772.4161
MEM 72.242188 1749533772.5169
MEM 72.242188 1749533772.6175
MEM 72.242188 1749533772.7181
MEM 72.242188 1749533772.8188
MEM 72.242188 1749533772.9195
MEM 72.242188 1749533773.0199
MEM 72.242188 1749533773.1205
MEM 72.242188 1749533773.2211
MEM 72.242188 1749533773.3218
MEM 72.242188 1749533773.4225
MEM 72.242188 1749533773.5228
MEM 72.242188 1749533773.6237
MEM 72.242188 1749533773.7244
MEM 72.242188 1749533773.8250
MEM 72.242188 1749533773.9254
MEM 72.242188 1749533774.0259
MEM 72.242188 1749533774.1267
MEM 72.242188 1749533774.2272
MEM 72.242188 1749533774.3276
MEM 72.242188 1749533774.4284
MEM 72.242188 1749533774.5291
MEM 72.242188 1749533774.6296
MEM 72.242188 1749533774.7300
MEM 72.242188 1749533774.8307
MEM 72.242188 1749533774.9311
MEM 72.242188 1749533775.0317
